入札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
20080331,東牟婁新宮建設部,河川課,那智勝浦古座川線道路災害復旧測量調査設計業務　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,小阪　　　　　　　　,地内　　　　　　　　,日本工営（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10762500,0,9397500,12,指名競争入札
20080328,東牟婁新宮建設部,河川課,国道１６９号道路災害復旧測量設計業務　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町玉置口　　　,地内　　　　　　　　,進創設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,304500,0,294000,15,指名競争入札
20080328,東牟婁新宮建設部,河川課,浮島川排水機場整備点検業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,緑ヶ丘　　　　　　　,地内　　　　　　　　,裏電気工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2199750,0,2077950,17,指名競争入札
20080327,海草建設部,道路保全課,和歌山停車場線道路維持修繕業務　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,友田町外　　　　　　,地内　　　　　　　　,（株）来光　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1067850,0,304500,13,指名競争入札
20080327,海草建設部,道路保全課,新和歌浦梅原線外道路維持修繕業務（単価契約）　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西浜外　　　　　　　,地内　　　　　　　　,近畿電設工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4496100,0,3549000,19,指名競争入札
20080327,海草建設部,道路保全課,鳴神木広線道路維持修繕（ポンプ設備点検）業務　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,太田　　　　　　　　,地内　　　　　　　　,明光電機（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2325750,0,2205000,20,指名競争入札
20080327,海草建設部,道路保全課,和歌山海南線道路排水ポンプ機械電気設備点検業務　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,中島外　　　　　　　,地内　　　　　　　　,初島電設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2024400,0,1816500,19,指名競争入札
20080327,海草建設部,道路保全課,善明寺北島線道路排水ポンプ機械電気設備点検業務　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,粟　　　　　　　　　,地内　　　　　　　　,協栄電気（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1891050,0,1664250,19,指名競争入札
20080327,海草建設部,道路保全課,粉河加太線外道路維持修繕業務（単価契約）　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,北野外　　　　　　　,地内　　　　　　　　,（株）青木実業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4995900,0,4483500,8,指名競争入札
20080327,海草建設部,道路保全課,和歌山港線外道路維持修繕工事（単価契約）　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,築港外　　　　　　　,地内　　　　　　　　,淺川道路（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4998000,0,4494000,5,指名競争入札
20080327,海草建設部,道路保全課,粉河加太線外道路維持修繕業務（単価契約）　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,六十谷外　　　　　　,地内　　　　　　　　,（株）貴志安商店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4974900,0,4725000,4,指名競争入札
20080327,海草建設部,河川課,市堀川緑地管理業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,卜半町外　　　　　　,地内　　　　　　　　,（有）なかや造園土木　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1371300,0,630000,20,指名競争入札
20080327,西牟婁建設部,河川課,左会津川広域基幹河川改修調査設計業務　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,稲成・古尾　　　　　,地内　　　　　　　　,（株）建設技術研究所大阪本社　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,16695000,0,10237500,15,指名競争入札
20080327,西牟婁建設部,河川課,左会津川広域基幹河川改修内水対策検討業務　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,稲成　　　　　　　　,地内　　　　　　　　,（株）ニュージェック和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,22848000,0,20475000,15,指名競争入札
20080327,西牟婁建設部,河川課,左会津川広域基幹河川改修予備設計業務　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,古尾　　　　　　　　,地内　　　　　　　　,（株）ニュージェック和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17388000,0,15645000,15,指名競争入札
20080326,海草建設部,道路建設課,国道４２４号小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,上谷　　　　　　　　,地内　　　　　　　　,三和建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3412500,2450700,3339000,6,指名競争入札
20080326,西牟婁建設部,道路保全課,国道３７１号外道路災害防除測量業務　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村龍神外　　　　,地内　　　　　　　　,（有）龍和興業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1312500,0,1207500,23,指名競争入札
20080326,西牟婁建設部,河川課,左会津川広域基幹河川改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,稲成町　　　　　　　,地内　　　　　　　　,（有）出口組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19331550,14483700,18343500,20,指名競争入札
20080326,西牟婁建設部,河川課,左会津川広域基幹河川改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,稲成町　　　　　　　,地内　　　　　　　　,川﨑組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,20173650,15113700,19162500,20,指名競争入札
20080326,西牟婁建設部,砂防課,長田谷川通常砂防工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,鮎川　　　　　　　　,地内　　　　　　　　,（有）野中建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19846050,14707350,18427500,20,指名競争入札
20080326,西牟婁建設部,砂防課,中三栖地区災害関連緊急地すべり対策工事　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中三栖　　　　　　　,地内　　　　　　　　,（株）丸清商事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19873350,16033500,18879000,20,指名競争入札
20080326,西牟婁建設部,砂防課,中三栖地区災害関連緊急地すべり対策工事　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中三栖　　　　　　　,地内　　　　　　　　,（有）柳生建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,7507500,6057450,7129500,20,指名競争入札
20080326,西牟婁建設部,砂防課,中三栖地区災害関連緊急地すべり対策工事　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中三栖　　　　　　　,地内　　　　　　　　,山本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15472800,11810400,14668500,20,指名競争入札
20080326,西牟婁建設部,砂防課,志原地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,日置　　　　　　　　,地内　　　　　　　　,平阪建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15121050,11767350,14332500,20,指名競争入札
20080326,西牟婁建設部,漁港課,田辺漁港漁港海岸環境整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,扇ケ浜　　　　　　　,地先　　　　　　　　,出口組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,23515800,18691050,18691050,17,指名競争入札
20080324,公共建築課,住宅環境課,今福第二団地建替（１期）外構他工事　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,今福三丁目　　　　　,地内　　　　　　　　,（株）小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,55639500,47245800,45675000,6,条件付一般競争入札
20080321,河川課,河川課,土木防災情報システム（建設部等）改造業務　　　　　　　　　　　　　　　　　　　　,和歌山県内　　　　　,　　　　　　　　　　,　　　　　　　　　　,（株）日立製作所関西支社　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,59588550,0,59587500,1,条件付一般競争入札
20080319,海草建設部,道路建設課,小豆島船所線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,直川外　　　　　　　,地内　　　　　　　　,古川電設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,27165600,19006050,25105500,18,指名競争入札
20080319,西牟婁建設部,道路保全課,文里港線地方道路交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,新庄町　　　　　　　,地内　　　　　　　　,（株）かねやす建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,16764300,12737550,16170000,20,指名競争入札
20080319,西牟婁建設部,道路保全課,国道１６８号特定交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,（株）夏山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10290000,7739550,9765000,12,指名競争入札
20080319,西牟婁建設部,河川課,芳養川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,芳養町　　　　　　　,地内　　　　　　　　,淺川道路（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1115100,0,1050000,11,指名競争入札
20080319,西牟婁建設部,河川課,富田川河川修繕業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,内ノ川　　　　　　　,地内　　　　　　　　,（有）福田組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1003800,0,829500,20,指名競争入札
20080319,西牟婁建設部,河川課,芳養川総合流域防災工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中芳養　　　　　　　,地内　　　　　　　　,寺本重機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3385200,2324700,3213000,20,指名競争入札
